Date,Close,High,Low,Open,Volume
2018-04-17,196.32041931152344,196.92037263428097,191.83467708600452,192.4253914740516,1233000
2018-04-18,190.4317626953125,192.67462704272668,187.367421746939,192.67462704272668,1700600
2018-04-19,180.07579040527344,187.93967409509338,179.23586409261566,187.83814438604966,2623900
2018-04-20,178.1559600830078,180.8972480697969,177.4914045659836,179.8265737275086,1729200
2018-04-23,176.58685302734375,180.24189380874193,175.96843593472272,179.46658383495947,808200
2018-04-24,179.10662841796875,181.8940686371996,176.90990260773955,180.92492406893717,1147600
2018-04-25,176.90069580078125,178.9035872681612,175.6638895813613,178.737441341694,830300
2018-04-26,180.611083984375,180.8879844259361,178.4143724044709,179.00508677405526,875600
2018-04-27,178.5513458251953,181.25172555454154,178.02057359641057,181.0934288043303,1109600
2018-04-30,175.47850036621094,177.11736414601023,174.7149504575669,176.5679645606525,645900
2018-05-01,178.26272583007812,178.56069207067588,175.0408797146451,175.52509084016754,484200
2018-05-02,177.23843383789062,178.96109954497396,176.89390637986986,178.0485592945869,509500
2018-05-03,179.4824981689453,180.46022668160163,176.87522687135692,179.2683336670159,1588200
2018-05-04,182.0525360107422,182.78816622461423,177.61087767571533,178.08576794183818,788000
2018-05-07,181.46592712402344,182.0898076446144,180.64649517650648,181.4286724672335,570300
2018-05-08,180.52545166015625,181.00035621274003,178.9145357476895,179.48254853187575,843800
2018-05-09,184.3245849609375,184.4549478292859,181.24242312403163,181.45658764878536,518200
2018-05-10,187.22988891601562,187.27643593239685,185.3023650325362,185.60965206650354,414200
2018-05-11,185.11610412597656,186.8015150484159,184.64119960168375,186.12176674340475,405000
2018-05-14,188.0399627685547,189.65087852701416,187.44401615101262,187.55575170164923,406800
2018-05-15,186.16830444335938,187.40675887673467,184.0359372004046,187.24846211271515,569700
2018-05-16,188.91525268554688,188.9990543441835,186.99705005370973,187.12741292552911,490900
2018-05-17,188.44972229003906,190.10719964719863,187.36956435592634,189.4833189977951,524400
2018-05-18,183.75662231445312,187.30436881990428,183.14204824981834,186.96914789451176,1002100
2018-05-21,188.57070922851562,188.92455739505553,187.08084988066483,188.3937993537329,1089000
2018-05-22,188.59866333007812,189.61364672576556,187.67681657831494,189.01770008104913,463600
2018-05-23,186.41976928710938,186.41976928710938,184.04528882838582,184.48293878075214,719300
2018-05-24,187.0063934326172,187.23918533587815,184.9578275256187,186.56874351780735,325300
2018-05-25,187.25775146484375,187.39742087775593,185.11606381311515,185.73063764689985,309800
2018-05-29,182.13633728027344,184.91121197346533,181.0748070816372,182.5181050909995,654000
2018-05-30,183.53309631347656,184.97639438593953,182.61123549206022,183.43997389206564,583200
2018-05-31,183.1140594482422,185.17194560814266,181.4007148804391,184.7156684772497,785700
2018-06-01,188.24481201171875,188.31930711151432,185.1160888627419,186.59664167389934,518000
2018-06-04,189.88369750976562,190.09786208189544,188.41245097952438,189.5484766015019,441300
2018-06-05,194.9120330810547,195.39623006313107,193.18936712351882,194.2695250838279,611000
2018-06-06,198.9066925048828,199.09292316530252,194.79093381310577,195.63829965777745,569900
2018-06-07,193.27310180664062,196.78360685642565,191.73668129167345,196.52288112307954,923400
2018-06-08,193.1707305908203,193.9436014631036,191.15940501055232,193.12416936555195,837500
2018-06-11,195.414794921875,196.25283991473182,194.8281549017829,195.32167249667438,528100
2018-06-12,194.93057250976562,195.69413656808422,193.05893122375642,194.31599863967793,363900
2018-06-13,199.03701782226562,200.67586721653086,197.97548762888633,198.63662268835725,998900
2018-06-14,201.02976989746094,201.9702440457816,199.8378765221376,200.2848329857614,710700
2018-06-15,200.0334014892578,200.66658854487045,199.09291325693775,200.20100481274778,821300
2018-06-18,196.56944274902344,196.7463526189275,194.194963050304,195.39616273800448,599700
2018-06-19,191.9881134033203,192.2302260531509,187.89098197844666,189.73468969879093,749300
2018-06-20,191.35491943359375,192.34195470086632,190.34925683812122,191.43872109776103,542300
2018-06-21,190.181640625,192.7050963983291,189.51119894010733,192.60266741290138,893400
2018-06-22,192.16502380371094,193.3289831264712,190.05128390368955,192.7795977361654,730900
2018-06-25,183.1140594482422,187.6209203623143,182.31325493373842,187.49986405629468,1060000
2018-06-26,184.34326171875,185.57239563441283,183.67281987075543,185.04163745970345,1106500
2018-06-27,180.55337524414062,186.596657523816,180.39507847181176,185.9914043232357,663000
2018-06-28,180.2554168701172,180.32991197948144,176.95907577107346,177.56434320647446,887500
2018-06-29,184.34326171875,185.80518754806397,183.99873423326338,184.3898229431784,894300
2018-07-02,181.8104705810547,181.9315269135616,176.74491665616785,180.29266287404545,1963200
2018-07-03,178.29061889648438,181.48451618105452,178.10438826269225,180.12501976673417,434600
2018-07-05,182.49952697753906,183.132714069738,181.13070958932747,182.21085311181324,540800
2018-07-06,183.73800659179688,184.22220353724256,180.7955134225931,180.823447315273,380300
2018-07-09,185.40478515625,186.43838178150577,183.84973693780034,186.21489643792685,1242600
2018-07-10,185.7027587890625,186.87603912888642,184.88334091367514,186.67118110791688,977300
2018-07-11,180.2647247314453,183.8962867445899,180.02262628063144,183.16065641461526,842500
2018-07-12,185.609619140625,185.646859588822,182.76024886919333,183.25376650661184,625100
2018-07-13,185.479248046875,186.53147182007876,184.9019287702085,186.53147182007876,422900
2018-07-16,186.30801391601562,187.29504929231567,185.64687867252775,186.1031559086526,1153300
2018-07-17,190.27474975585938,190.77758812618572,185.66547380646756,186.05656242311727,1383900
2018-07-18,202.9013671875,203.44144597496503,198.10586084572208,198.42245434608503,3615000
2018-07-19,200.44313049316406,201.7840140973588,199.87511769440073,200.8994077277411,843000
2018-07-20,204.67991638183594,206.21635121046836,201.7933057911873,201.7933057911873,1371300
2018-07-23,205.58316040039062,206.40259235064272,202.06334837188209,204.45645567728258,930500
2018-07-24,198.990478515625,204.73577989892976,198.48765435120157,204.35401204807516,918500
2018-07-25,203.8977508544922,203.9908732889119,200.09858570768392,200.8714564462039,2240200
2018-07-26,201.7374267578125,201.9143508505282,199.4840031846971,201.19736212850603,1511000
2018-07-27,198.61801147460938,202.53821831553384,197.8078861658122,201.93296518218517,920600
2018-07-30,199.7354278564453,201.6908852810926,198.90668935349237,201.53257430333096,692600
2018-07-31,199.2698211669922,201.41150900254038,199.23258072318114,200.3406579805229,1162300
2018-08-01,199.18603515625,200.54553169367412,198.09657093100316,199.2791433773338,802500
2018-08-02,200.9645538330078,201.24389268447374,197.59371820428828,198.031368016234,613900
2018-08-03,199.9961700439453,200.1358394963959,197.73343966330833,199.32572825520336,456100
2018-08-06,198.8694610595703,199.04637095946066,197.7613693984469,198.3293821739602,501000
2018-08-07,198.8601531982422,200.20103683458575,198.3107677165012,199.77269348078536,537600
2018-08-08,198.3386688232422,199.61436369571783,198.23623983438364,198.9439219883687,491500
2018-08-09,194.77230834960938,198.70183641859487,194.64194546521838,198.54353964529787,1016800
2018-08-10,189.85572814941406,191.44803071831643,188.70107541255263,190.6472261542083,842500
2018-08-13,190.61001586914062,191.85777711505068,190.4237851801003,190.805567328152,914400
2018-08-14,191.4573211669922,193.05893016043723,190.82411997474154,192.88200608894826,408800
2018-08-15,183.57034301757812,187.72335592647588,182.34120942225698,187.41606897552379,1281400
2018-08-16,184.2407989501953,185.8610354873901,183.6914135446796,184.62258102866755,1250600
2018-08-17,183.78451538085938,184.05456189858427,180.55336318703547,181.33555464485264,730900
2018-08-20,185.7586212158203,186.1869503356433,183.92421999032214,185.1440472176506,538300
2018-08-21,186.6898193359375,187.73272262466028,185.75865162572313,186.05661790457606,699000
2018-08-22,186.9877471923828,187.30434073876378,185.49788768727248,186.3638666597537,385600
2018-08-23,185.80517578125,188.30071232596626,185.63757243411087,187.93755753200824,374400
2018-08-24,189.0083770751953,189.1946077353732,187.64888046825686,187.80717723983253,301900
2018-08-27,194.2322235107422,194.8281701365601,191.3362920457939,191.96949332800008,546200
2018-08-28,192.46299743652344,193.73869226265347,190.83345444201214,193.3289763221041,437600
2018-08-29,192.58407592773438,193.28245157723995,191.36423452480054,191.42942307216245,401500
2018-08-30,191.07559204101562,192.61202713314913,190.6379421246343,191.2432096003803,352800
2018-08-31,190.93589782714844,191.50391056784167,189.67881602460966,190.2375222054021,388400
2018-09-04,185.7493133544922,186.14040205091612,183.7473086495503,185.34891809689995,693000
2018-09-05,181.6893768310547,184.51081288981774,180.8327045361369,184.18491282797757,633900
2018-09-06,171.75384521484375,178.90521911491,170.8040503716381,178.37444681154875,2100300
2018-09-07,168.4202880859375,171.7352426421928,167.8709025832022,168.7275751150498,889600
2018-09-10,172.889892578125,174.78948250470577,171.87492326899093,174.7149873891055,1003600
2018-09-11,170.7481689453125,171.1951395466739,168.80203240553035,169.9008173732676,610500
2018-09-12,163.298828125,165.26359197632587,160.80330622545148,165.17048375814883,3094700
2018-09-13,169.4724884033203,171.92146352421656,168.68099032903018,169.76114806075898,2444700
2018-09-14,171.6607208251953,172.2752805284731,169.72389087230624,170.81335505671495,1095400
2018-09-17,170.48745727539062,172.3032310918205,170.1708637296518,171.38138434343463,574900
2018-09-18,173.72792053222656,174.69632844279366,171.99594848130891,171.99594848130891,687000
2018-09-19,176.03721618652344,176.2513807300685,173.45787827021937,173.8303395814706,1053800
2018-09-20,178.30931091308594,178.84006912237703,176.77287565778695,178.02995775680506,561200
2018-09-21,175.45993041992188,177.01499304912224,175.0222946539551,176.40041893071287,1116700
2018-09-24,178.29061889648438,178.39304787634302,176.4003502569456,177.62948380676278,509400
2018-09-25,177.11737060546875,179.1100684216358,176.1396419209058,178.89588967356346,515600
2018-09-26,175.80441284179688,178.13233140641685,173.74652657893841,173.9420779901009,701000
2018-09-27,175.74855041503906,176.77282608953303,174.8173829608694,175.16191037219608,298700
2018-09-28,175.07806396484375,175.31085576888916,172.69427816477628,172.75945248149722,609800
2018-10-01,176.99632263183594,179.2683736376301,176.4655503291841,177.73193871560275,513900
2018-10-02,177.07083129882812,179.10076981319543,175.31092513226125,175.31092513226125,421000
2018-10-03,178.60720825195312,179.10072581387396,176.86592984323195,178.0950633645392,826600
2018-10-04,174.55665588378906,177.92747749554968,172.17285528410133,177.79711462129617,610400
2018-10-05,171.13925170898438,174.10967801463292,169.0906862525503,173.10401550871356,691200
2018-10-08,169.1744842529297,170.29189648545886,167.3214702440094,168.54129724908412,603900
2018-10-09,170.3571014404297,171.29758976493662,167.97331477166037,168.24334711102546,596000
2018-10-10,160.08628845214844,164.36966392802177,160.02111412632783,162.59113088676017,1515900
2018-10-11,159.95591735839844,167.77771698038703,157.9166587018517,163.96924614054072,1665300
2018-10-12,162.28387451171875,164.20207733266682,159.5555604937752,163.38265957551224,906100
2018-10-15,161.41787719726562,163.0660332929671,160.9336661627184,161.48305152795223,672600
2018-10-16,169.21176147460938,169.69597255939016,165.54295920272904,166.10166539351366,823600
2018-10-17,172.2752685546875,176.22342328522126,170.69228688074475,174.66837549546383,1709500
2018-10-18,164.2952117919922,170.21743823053416,163.74582632413362,169.82634954789808,847700
2018-10-19,163.66201782226562,165.97132377884986,161.7531355441928,164.06242729228654,740400
2018-10-22,164.19271850585938,164.83522616453178,162.26519552984215,164.31377479183658,518600
2018-10-23,161.04542541503906,162.414242854334,155.74707976624953,155.99849898388248,1260800
2018-10-24,147.27346801757812,156.1568004883764,147.0779165738372,155.78433913938093,1942800
2018-10-25,157.40455627441406,158.56851571098343,152.4228184109907,153.78231507614976,1067700
2018-10-26,154.76934814453125,157.51628928083593,151.09122534956862,153.08392312459344,876000
2018-10-29,152.1248321533203,158.01912421955112,149.3406503810304,156.92035337355455,745500
2018-10-30,157.12518310546875,157.74906352237514,154.25718597428903,154.66690187995556,1307500
2018-10-31,160.49603271484375,161.17578101928748,158.2798494926303,159.19240388324093,731400
2018-11-01,163.62472534179688,163.94131882585162,157.97253279485662,159.257548264649,1352600
2018-11-02,162.9449920654297,166.38098791272728,160.92436046750336,165.8129894262408,948400
2018-11-05,160.96160888671875,161.55755549715838,158.02843704956032,160.6170814707032,567400
2018-11-06,165.2170867919922,165.4405721666836,162.06974946391858,162.31184796346508,1493800
2018-11-07,165.20773315429688,166.23202306915,163.96927869669747,165.98991043010022,1039400
2018-11-08,162.9449920654297,165.15185430580095,162.20936184631444,163.2615855784348,1891400
2018-11-09,163.41989135742188,163.75511221572535,159.92801333696414,160.6729501563594,1748000
2018-11-12,157.36732482910156,158.55921822367236,155.5515508458484,158.4195487666875,2888200
2018-11-13,159.127197265625,161.73446884121614,157.82356858207294,158.14016208972313,1433100
2018-11-14,160.8405303955078,162.5631956550713,160.18871610027617,161.64133487493126,1166700
2018-11-15,164.62110900878906,164.63042977795408,157.33007941434764,157.79566320093207,2028800
2018-11-16,157.3580322265625,159.2669146143028,156.33374208951398,158.38230815511977,3096800
2018-11-19,152.3296661376953,156.93894176204896,152.1434355060168,156.6689094773881,1476500
2018-11-20,150.22525024414062,151.8640998828744,145.80220474385655,146.23053382502547,2125600
2018-11-21,152.627685546875,155.03940623380774,152.6183647773913,152.99084034448848,1074000
2018-11-23,152.3948974609375,153.20500875085924,150.96089135656962,150.96089135656962,742800
2018-11-26,155.90538024902344,156.11955902136788,152.98151463210965,153.77301275418873,1056800
2018-11-27,155.88677978515625,156.59446208450188,154.22930250389328,155.2535783943811,544300
2018-11-28,162.3118133544922,162.41424235332377,156.20335650032652,158.55920926496378,613300
2018-11-29,159.7138671875,161.3247831213884,159.19241561642556,160.6543413275814,1079700
2018-11-30,159.55555725097656,159.64866547614176,156.7713613031978,157.33006748814296,1360900
2018-12-03,165.43124389648438,165.9340681629445,161.2130556860759,161.8928040748893,2413300
2018-12-04,157.96322631835938,164.1741107447622,157.72112792604258,163.5036691261308,1625300
2018-12-06,154.89971923828125,155.03938867982265,151.0912333665539,153.2049875689739,1097300
2018-12-07,148.54916381835938,154.49932412297593,147.9625236926188,153.50298219463585,1412200
2018-12-10,150.29977416992188,151.85482244426615,147.87873259051108,150.40220318001596,915800
2018-12-11,150.35562133789062,153.50297211783982,149.41514725307528,152.5438707041551,1475500
2018-12-12,153.8474578857422,155.8215279565552,153.40050157335688,154.8996814502908,917700
2018-12-13,152.7952423095703,154.21062061602117,152.4414083893219,153.66123530660764,698200
2018-12-14,149.94589233398438,152.87906409847227,149.75035512754525,151.23090795310628,692500
2018-12-17,149.54551696777344,152.89771168442172,148.63296252185347,149.91797831123787,686500
2018-12-18,151.38917541503906,153.3911793483049,150.63493220491085,151.94786724808574,710200
2018-12-19,143.2880096435547,151.7616224232556,142.78517141157457,148.9401870155918,1580600
2018-12-20,142.170654296875,145.96981959474905,141.24880751851228,145.45768881054275,2719400
2018-12-21,138.23182678222656,142.0868600612635,137.81280420573145,141.32331002097084,1805700
2018-12-24,135.028564453125,140.131371464378,134.84233383565626,138.87428993161456,321500
2018-12-26,142.39413452148438,142.47793618769862,134.55370575941464,136.40673422714346,634500
2018-12-27,143.762939453125,143.78156678016674,139.2747198132111,139.52612479008116,725800
2018-12-28,144.41476440429688,146.83580559170457,144.10747742376898,146.69612194138,676500
2018-12-31,144.9082489013672,146.22119818829475,143.35320123446473,145.29933745755056,356500
2019-01-02,145.54148864746094,146.42609496453136,143.25081025828382,143.6605262472821,602500
2019-01-03,137.51483154296875,141.74234062491465,137.23549261514518,140.7832390834118,1078600
2019-01-04,143.4649658203125,144.29370422458427,139.7123481871303,140.28036086029317,589500
2019-01-07,146.74269104003906,148.29773914612275,145.0945347038931,145.7277218188779,971900
2019-01-08,145.6625518798828,147.84149502736054,144.84313399159623,147.59007577794173,531700
2019-01-09,151.70579528808594,152.3669304120589,149.89002164969162,150.75600053550764,779900
2019-01-10,151.41714477539062,151.82686074071788,149.46168738032443,150.18799687940887,1028100
2019-01-11,150.86770629882812,152.12477343188294,149.79685554642973,150.38349540027855,639600
2019-01-14,147.7669219970703,149.31266292516904,147.36651272144985,149.07987113028008,680200
2019-01-15,148.26980590820312,149.81554746062406,147.38519957203093,147.98114623930908,482700
2019-01-16,146.45404052734375,148.41880475229,146.37023885250244,148.21394674146222,537600
2019-01-17,146.69610595703125,147.71108922156967,144.53580497725648,145.05725644794393,953000
2019-01-18,151.5009765625,152.72080393277696,147.92529613165203,148.22326239664386,1664700
2019-01-22,148.521240234375,149.91799170993337,147.0965548659847,149.82486926149986,968500
2019-01-23,150.96087646484375,152.75803719863376,149.60137981836002,152.08759543570048,1458900
2019-01-24,157.27418518066406,157.87013181275674,155.77500493623728,155.9984902514552,1385700
2019-01-25,164.50003051757812,164.66763382361896,160.74742716403065,161.2875059420841,1352900
2019-01-28,162.16281127929688,163.3547045193749,159.45312470558923,159.91870844650995,2261100
2019-01-29,162.59117126464844,162.749468047794,160.4681103247708,162.43287448150286,966800
2019-01-30,164.99356079101562,165.3660220832234,161.78103596813884,163.09397125868824,687600
2019-01-31,162.98223876953125,164.36036262673252,162.2652358496716,162.68427257187403,562100
2019-02-01,166.12962341308594,166.3344814322307,164.05310932889046,164.62112216224807,795000
2019-02-04,167.200439453125,167.3494296679977,165.6174574934471,166.14821559725883,543000
2019-02-05,169.10934448242188,169.59355560156942,167.20044810499425,167.43323999959543,650800
2019-02-06,173.9980010986328,174.17492523916883,171.35348817823078,171.381422073211,1554900
2019-02-07,168.63442993164062,171.34411639747714,167.8987996935175,170.92509388902715,1474500
2019-02-08,168.6065216064453,169.0721053994159,165.59884007374265,165.8502593003239,633100
2019-02-11,166.23202514648438,167.50772006761656,165.8130026155311,167.07007020839094,653300
2019-02-12,170.2080535888672,170.64570332845136,167.9080835773189,167.9080835773189,901600
2019-02-13,169.76113891601562,170.96235290718442,169.556280936258,170.0497985579047,653800
2019-02-14,171.64210510253906,172.14492929530408,170.08705709956732,170.57125396415933,1060100
2019-02-15,171.67935180664062,172.35911432908838,170.86924060769658,172.34979356041805,824400
2019-02-19,169.9008026123047,170.9623328334591,168.4761034809134,168.4854242479367,900500
2019-02-20,171.19515991210938,171.58624857845896,169.29557015156658,169.3514379312609,600400
2019-02-21,169.9660186767578,170.6737009284807,168.67169629796172,169.2955768768141,712700
2019-02-22,172.16354370117188,172.38702899700874,170.69229747267553,171.62346489259824,495600
2019-02-25,174.11898803710938,175.31088110942684,173.46715952477552,174.87323131788207,737200
2019-02-26,172.60122680664062,173.63482341039517,171.97734622001255,172.55466558496897,660600
2019-02-27,171.44654846191406,172.38703669144624,169.72389718325942,172.38703669144624,387900
2019-02-28,170.2825469970703,171.20440767087322,170.00320819454004,170.70158361783442,318500
2019-03-01,172.36837768554688,172.51736786203978,170.55260431105597,171.71656342399697,389800
2019-03-04,172.88055419921875,173.87689599395932,170.9250968479507,172.6012011192536,558300
2019-03-05,171.828369140625,172.99232872902056,171.47452087903562,171.94010471439384,258700
2019-03-06,168.6903076171875,171.68866810221624,168.57855785547684,171.61417299723863,499300
2019-03-07,165.3008270263672,167.74978742214654,164.75142750778332,167.73117430581104,648300
2019-03-08,166.52996826171875,166.65102456596813,163.4850612061734,163.84821591043507,415700
2019-03-11,168.6251220703125,169.5656103549494,166.03647751239018,166.0644114011924,609900
2019-03-12,169.94740295410156,170.89719793697483,168.3644207883066,169.4725125669103,509000
2019-03-13,169.9660186767578,171.32552960677972,169.83565578279598,171.10204427063522,418500
2019-03-14,170.67367553710938,171.59553642700786,170.1522240388391,170.63643509087052,524100
2019-03-15,179.53839111328125,179.6780747538138,174.69632328639037,174.72425717279938,1445100
2019-03-18,177.51773071289062,178.25334661659238,176.3444650483904,177.4153017431615,589500
2019-03-19,177.67605590820312,179.29629235933072,176.35379985619727,178.402365370453,683400
2019-03-20,177.9833221435547,179.4266343407161,175.4226119967633,177.37806906498014,584100
2019-03-21,180.98171997070312,182.00600992731637,176.86596123242867,176.87526779258377,770100
2019-03-22,174.82669067382812,178.6817233911858,174.54733759403655,178.18820577389877,937000
2019-03-25,173.50442504882812,175.00360514587223,172.43357400323256,173.50442504882812,1028700
2019-03-26,174.39834594726562,175.01291987602414,173.26233472689228,173.37407027448918,414800
2019-03-27,171.39068603515625,175.02224777334936,170.49677320099278,174.2493770511838,786700
2019-03-28,171.52108764648438,172.23809075448145,170.18952465440992,170.96239555109662,312100
2019-03-29,175.1060791015625,175.45060658471064,172.73159875673934,173.45790838572185,687400
2019-04-01,179.23114013671875,179.71535127916425,177.62953068812158,178.0765013773745,647500
2019-04-02,180.49749755859375,180.81409108587266,179.11937369218305,180.6278604350314,498300
2019-04-03,184.12905883789062,185.01366508406954,183.04890117318334,183.58898000553697,691700
2019-04-04,184.72503662109375,185.32098332832427,183.84041601712713,184.60398028402668,437500
2019-04-05,187.52783203125,187.83511902728546,186.69909348139285,186.76428202986517,503300
2019-04-08,189.54844665527344,189.66018220421185,187.75130027023732,188.09582768512263,503600
2019-04-09,187.69544982910156,189.0363191656529,187.22986605421187,188.18896749380548,708300
2019-04-10,186.03794860839844,186.90394177197598,184.92055044988513,186.3173017001489,611600
2019-04-11,184.287353515625,185.53511448910314,183.710020034615,184.1104294266939,453300
2019-04-12,188.85939025878906,188.9152580327948,186.85737170316077,187.937529362231,430900
2019-04-15,186.08450317382812,187.8444091179161,185.3116324712885,187.42538659951188,389400
2019-04-16,189.6043243408203,190.38651584973988,187.23916511090152,187.51851820633792,755200
2019-04-17,189.36219787597656,194.52085887977114,186.7735537111447,194.0366620750665,1280500
2019-04-18,191.7366943359375,192.7795973402729,190.49823991404534,191.86705721147942,1007900
2019-04-22,191.36419677734375,191.69941759132215,189.70672003280777,190.53545840507576,357500
2019-04-23,191.15936279296875,191.92292693496148,189.98609690117397,190.06059200345285,438200
2019-04-24,191.2711181640625,193.50591446406455,191.07556673878034,191.4107876046295,485700
2019-04-25,192.01608276367188,193.04035862906852,189.97682338560878,192.62133603829307,756700
2019-04-26,195.19644165039062,195.25296341736797,191.4093251399606,193.00142199228523,637900
